Category,x
HP:0002133,189
HP:0002134,183
HP:0002135,36
HP:0002136,109
HP:0002138,34
HP:0002139,30
HP:0002140,34
HP:0002141,70
HP:0002143,286
HP:0002144,23
HP:0002145,28
HP:0002148,47
HP:0002149,27
HP:0002150,62
HP:0002151,183
HP:0002152,1
HP:0002153,31
HP:0002154,21
HP:0002155,87
HP:0002156,10
HP:0002157,150
HP:0002159,9
HP:0002160,12
HP:0002161,4
HP:0002162,109
HP:0002164,157
HP:0002165,3
HP:0002166,53
HP:0002167,1571
HP:0002168,15
HP:0002169,111
HP:0002170,143
HP:0002171,98
HP:0002172,85
HP:0002173,25
HP:0002174,55
HP:0002176,31
HP:0002179,53
HP:0002180,83
HP:0002181,28
HP:0002183,25
HP:0002185,23
HP:0002186,202
HP:0002187,95
HP:0002188,139
HP:0002190,8
HP:0002191,34
HP:0002193,3
HP:0002194,398
HP:0002195,8
HP:0002196,15
HP:0002197,277
HP:0002198,146
HP:0002199,13
HP:0002200,29
HP:0002202,82
HP:0002203,9
HP:0002204,39
HP:0002205,568
HP:0002206,70
HP:0002207,2
HP:0002208,53
HP:0002209,137
HP:0002211,14
HP:0002212,31
HP:0002213,73
HP:0002215,47
HP:0002216,47
HP:0002217,28
HP:0002218,5
HP:0002219,184
HP:0002220,4
HP:0002221,13
HP:0002223,33
HP:0002224,21
HP:0002225,50
HP:0002226,11
HP:0002227,12
HP:0002230,90
HP:0002231,62
HP:0002232,21
HP:0002234,2
HP:0002235,5
HP:0002236,24
HP:0002239,153
HP:0002240,597
HP:0002242,794
HP:0002243,19
HP:0002244,236
HP:0002245,27
HP:0002246,87
HP:0002247,43
HP:0002248,19
HP:0002249,22
HP:0002250,290
HP:0002251,126
HP:0002253,30
HP:0002254,21
HP:0002256,5
HP:0002257,48
HP:0002263,30
HP:0002265,12
HP:0002266,30
HP:0002267,24
HP:0002268,19
HP:0002269,434
HP:0002270,276
HP:0002273,110
HP:0002275,66
HP:0002277,4
HP:0002280,57
HP:0002282,114
HP:0002283,72
HP:0002286,15
HP:0002287,1
HP:0002289,11
HP:0002290,4
HP:0002292,15
HP:0002293,39
HP:0002296,1
HP:0002297,8
HP:0002298,58
HP:0002299,46
HP:0002300,55
HP:0002301,35
HP:0002304,35
HP:0002305,154
HP:0002307,103
HP:0002308,95
HP:0002310,24
HP:0002311,259
HP:0002312,88
HP:0002313,56
HP:0002314,23
HP:0002315,305
HP:0002317,181
HP:0002318,8
HP:0002321,113
HP:0002322,55
HP:0002323,63
HP:0002324,8
HP:0002326,55
HP:0002329,36
HP:0002330,1
HP:0002331,18
HP:0002332,10
HP:0002333,18
HP:0002334,329
HP:0002335,14
HP:0002339,27
HP:0002340,14
HP:0002341,7
HP:0002342,159
HP:0002343,5
HP:0002344,57
HP:0002345,184
HP:0002346,39
HP:0002349,27
HP:0002350,150
HP:0002352,210
HP:0002353,491
HP:0002354,156
HP:0002355,293
HP:0002356,19
HP:0002359,122
HP:0002360,487
HP:0002361,17
HP:0002362,37
HP:0002363,265
HP:0002365,84
HP:0002366,24
HP:0002367,23
HP:0002370,38
HP:0002371,47
HP:0002372,6
HP:0002373,122
HP:0002374,78
HP:0002375,52
HP:0002376,382
HP:0002378,38
HP:0002380,108
HP:0002381,87
HP:0002383,45
HP:0002384,101
HP:0002385,77
HP:0002389,30
HP:0002390,3
HP:0002392,47
HP:0002395,68
HP:0002396,28
HP:0002398,22
HP:0002401,16
HP:0002403,19
HP:0002404,4
HP:0002406,14
HP:0002408,7
HP:0002410,22
HP:0002411,18
HP:0002414,123
HP:0002415,111
HP:0002416,7
HP:0002418,82
HP:0002419,41
HP:0002421,217
HP:0002423,10
HP:0002425,16
HP:0002427,12
HP:0002435,58
HP:0002436,15
HP:0002438,236
HP:0002439,1
HP:0002442,26
HP:0002444,17
HP:0002445,37
HP:0002446,22
HP:0002448,9
HP:0002450,78
HP:0002451,78
HP:0002453,24
HP:0002454,8
HP:0002457,36
HP:0002460,209
HP:0002461,6
HP:0002463,1006
HP:0002464,26
HP:0002465,199
HP:0002470,10
HP:0002472,9
HP:0002474,47
HP:0002475,27
HP:0002476,25
HP:0002478,16
HP:0002480,13
HP:0002483,36
HP:0002486,27
HP:0002487,39
HP:0002488,117
HP:0002490,93
HP:0002491,2
HP:0002492,54
HP:0002493,1117
HP:0002494,16
HP:0002495,116
HP:0002497,16
HP:0002500,1005
HP:0002501,1
HP:0002503,8
HP:0002504,3
HP:0002505,98
HP:0002506,56
HP:0002507,8
HP:0002508,4
HP:0002509,139
HP:0002510,120
HP:0002511,12
HP:0002512,18
HP:0002514,127
HP:0002515,120
HP:0002516,86
HP:0002518,123
HP:0002519,1
HP:0002521,168
HP:0002522,73
HP:0002524,13
HP:0002527,38
HP:0002528,1
HP:0002529,38
HP:0002530,16
HP:0002533,7
HP:0002536,348
HP:0002538,713
HP:0002539,55
HP:0002540,327
HP:0002542,8
HP:0002544,8
HP:0002545,4
HP:0002546,8
HP:0002548,26
HP:0002549,6
HP:0002550,35
HP:0002552,2
HP:0002553,178
HP:0002555,9
HP:0002557,33
HP:0002558,49
HP:0002561,9
HP:0002562,7
HP:0002563,2
HP:0002566,140
HP:0002570,51
HP:0002571,16
HP:0002572,34
HP:0002573,20
HP:0002574,38
HP:0002575,94
HP:0002576,9
HP:0002577,265
HP:0002578,32
HP:0002579,96
HP:0002580,15
HP:0002582,9
HP:0002583,67
HP:0002584,6
HP:0002585,66
HP:0002586,44
HP:0002587,4
HP:0002588,11
HP:0002589,85
HP:0002590,2
HP:0002591,70
HP:0002592,4
HP:0002593,3
HP:0002594,26
HP:0002595,29
HP:0002597,1789
HP:0002599,18
HP:0002600,34
HP:0002601,6
HP:0002604,2
HP:0002605,13
HP:0002607,50
HP:0002608,28
HP:0002611,15
HP:0002612,46
HP:0002613,18
HP:0002614,3
HP:0002615,111
HP:0002616,67
HP:0002617,211
HP:0002619,28
HP:0002621,79
HP:0002623,26
HP:0002624,150
HP:0002625,21
HP:0002626,1
HP:0002627,7
HP:0002629,3
HP:0002630,56
HP:0002632,4
HP:0002633,69
HP:0002634,86
HP:0002635,1
HP:0002636,3
HP:0002637,116
HP:0002638,3
HP:0002639,6
HP:0002640,17
HP:0002641,3
HP:0002642,2
HP:0002643,134
HP:0002644,586
HP:0002645,58
HP:0002647,39
HP:0002650,1034
HP:0002651,16
HP:0002652,187
HP:0002653,81
HP:0002654,9
HP:0002655,11
HP:0002656,31
HP:0002657,8
HP:0002659,221
HP:0002661,8
HP:0002663,37
HP:0002664,940
HP:0002665,115
HP:0002666,28
HP:0002667,45
HP:0002668,20
HP:0002669,35
HP:0002671,55
HP:0002672,75
HP:0002673,88
HP:0002676,8
HP:0002677,11
HP:0002678,6
HP:0002679,37
HP:0002680,11
HP:0002681,16
HP:0002682,3
HP:0002683,910
HP:0002684,42
HP:0002686,150
HP:0002687,15
HP:0002688,8
HP:0002689,2
HP:0002690,15
HP:0002691,16
HP:0002692,54
HP:0002693,222
HP:0002694,15
HP:0002696,26
HP:0002697,10
HP:0002699,17
HP:0002700,6
HP:0002703,45
HP:0002705,141
HP:0002707,2
HP:0002708,2
HP:0002710,2
HP:0002711,4
HP:0002714,159
HP:0002715,1930
HP:0002716,205
HP:0002717,54
HP:0002718,190
HP:0002719,901
HP:0002720,67
HP:0002721,204
HP:0002722,18
HP:0002723,4
HP:0002724,23
HP:0002725,37
HP:0002726,30
HP:0002728,42
HP:0002729,15
HP:0002730,13
HP:0002731,7
HP:0002732,6
HP:0002733,219
HP:0002737,2
HP:0002738,7
HP:0002740,4
HP:0002741,4
HP:0002742,6
HP:0002743,3
HP:0002744,11
HP:0002745,24
HP:0002747,89
HP:0002748,40
HP:0002749,29
HP:0002750,332
HP:0002751,192
HP:0002752,5
HP:0002753,20
HP:0002754,57
HP:0002756,54
HP:0002757,128
HP:0002758,65
HP:0002761,47
HP:0002762,7
HP:0002763,45
HP:0002764,2
HP:0002766,1
HP:0002777,27
HP:0002778,162
HP:0002779,43
HP:0002780,23
HP:0002781,18
HP:0002783,180
HP:0002786,7
HP:0002787,3
HP:0002788,172
HP:0002789,85
HP:0002790,6
HP:0002791,49
HP:0002792,28
HP:0002793,748
HP:0002795,1351
HP:0002797,78
HP:0002803,159
HP:0002804,126
HP:0002805,1
HP:0002808,443
HP:0002810,1
HP:0002812,64
HP:0002813,1616
HP:0002814,1724
HP:0002815,386
HP:0002816,35
HP:0002817,1655
HP:0002818,208
HP:0002821,6
HP:0002822,1
HP:0002823,284
HP:0002825,6
HP:0002826,1
HP:0002827,255
HP:0002828,63
HP:0002829,189
HP:0002831,1
HP:0002832,5
HP:0002833,2
HP:0002834,4
HP:0002835,29
HP:0002836,7
HP:0002837,34
HP:0002839,34
HP:0002840,15
HP:0002841,98
HP:0002842,21
HP:0002843,92
HP:0002846,72
HP:0002847,2
HP:0002848,10
HP:0002849,6
HP:0002850,61
HP:0002851,7
HP:0002853,4
HP:0002857,149
HP:0002858,44
HP:0002859,23
HP:0002860,65
HP:0002861,81
HP:0002862,36
HP:0002863,104
HP:0002864,17
HP:0002865,2
HP:0002866,30
HP:0002867,100
HP:0002868,10
HP:0002869,21
HP:0002870,64
HP:0002871,42
HP:0002872,12
HP:0002875,98
HP:0002876,44
HP:0002877,17
HP:0002878,237
HP:0002879,4
HP:0002882,19
HP:0002883,33
HP:0002884,23
HP:0002885,20
HP:0002886,2
HP:0002888,20
HP:0002890,58
HP:0002891,31
HP:0002893,57
HP:0002894,89
HP:0002895,24
HP:0002896,143
HP:0002897,15
HP:0002898,80
HP:0002900,79
HP:0002901,71
HP:0002902,54
HP:0002904,112
HP:0002905,19
HP:0002907,20
HP:0002908,25
HP:0002909,14
HP:0002910,314
HP:0002912,13
HP:0002913,25
HP:0002914,5
HP:0002916,12
HP:0002917,28
HP:0002918,7
HP:0002919,32
HP:0002920,38
HP:0002921,549
HP:0002922,50
HP:0002923,17
HP:0002925,21
HP:0002926,347
HP:0002927,1
HP:0002928,35
HP:0002929,1
HP:0002930,2
HP:0002932,1
HP:0002933,4
HP:0002936,117
HP:0002937,54
HP:0002938,90
HP:0002942,50
HP:0002943,49
HP:0002944,40
HP:0002945,7
HP:0002946,5
HP:0002947,7
HP:0002948,70
HP:0002949,31
HP:0002951,5
HP:0002953,37
HP:0002955,10
HP:0002958,12
HP:0002959,4
HP:0002960,200
HP:0002961,4
HP:0002963,13
HP:0002965,6
HP:0002967,53
HP:0002970,55
HP:0002971,1
HP:0002972,6
HP:0002973,229
HP:0002974,77
HP:0002977,1739
HP:0002979,224
HP:0002980,46
HP:0002981,283
HP:0002982,35
HP:0002983,91
HP:0002984,42
HP:0002986,22
HP:0002987,98
HP:0002990,9
HP:0002991,56
HP:0002992,93
HP:0002996,160
HP:0002999,61
HP:0003001,5
HP:0003002,73
HP:0003003,43
HP:0003005,8
HP:0003006,56
HP:0003010,45
HP:0003011,2723
HP:0003013,5
HP:0003015,46
HP:0003016,91
HP:0003019,156
HP:0003020,9
HP:0003021,17
HP:0003022,54
HP:0003023,4
HP:0003025,47
HP:0003026,257
HP:0003027,34
HP:0003028,175
HP:0003029,7
HP:0003031,17
HP:0003034,12
HP:0003037,11
HP:0003038,25
HP:0003040,45
HP:0003041,11
HP:0003042,77
HP:0003043,90
HP:0003044,6
HP:0003045,99
HP:0003048,6
HP:0003049,20
HP:0003051,6
HP:0003053,3
HP:0003057,2
HP:0003059,6
HP:0003063,59
HP:0003065,13
HP:0003066,19
HP:0003067,4
HP:0003068,2
HP:0003070,8
HP:0003071,22
HP:0003072,69
HP:0003073,107
HP:0003074,48
HP:0003075,19
HP:0003076,44
HP:0003077,127
HP:0003079,12
HP:0003080,8
HP:0003081,9
HP:0003083,48
HP:0003084,7
HP:0003085,4
HP:0003086,5
HP:0003088,9
HP:0003089,8
HP:0003090,16
HP:0003091,1
HP:0003093,5
HP:0003095,5
HP:0003097,21
HP:0003099,3
HP:0003100,44
HP:0003102,2
HP:0003103,80
HP:0003105,2
HP:0003106,3
HP:0003107,115
HP:0003108,15
HP:0003109,27
HP:0003110,668
HP:0003111,329
HP:0003112,141
HP:0003113,7
HP:0003115,116
HP:0003117,438
HP:0003118,33
HP:0003119,284
HP:0003121,422
HP:0003124,65
HP:0003125,5
HP:0003126,7
HP:0003127,10
HP:0003128,162
HP:0003130,100
HP:0003131,6
HP:0003133,10
HP:0003134,134
HP:0003137,6
HP:0003138,19
HP:0003139,16
HP:0003141,33
HP:0003144,13
HP:0003145,8
HP:0003146,18
HP:0003148,8
HP:0003149,8
HP:0003150,8
HP:0003153,5
HP:0003154,15
HP:0003155,93
HP:0003158,6
HP:0003159,5
HP:0003160,40
HP:0003161,2
HP:0003162,20
HP:0003163,7
HP:0003164,22
HP:0003165,21
HP:0003166,4
HP:0003170,82
HP:0003172,43
HP:0003173,19
HP:0003174,26
HP:0003175,16
HP:0003177,11
HP:0003179,12
HP:0003180,25
HP:0003182,9
HP:0003183,7
HP:0003184,6
HP:0003185,5
HP:0003186,46
HP:0003187,45
HP:0003189,36
HP:0003191,6
HP:0003193,12
HP:0003194,4
HP:0003196,300
HP:0003198,297
HP:0003199,54
HP:0003200,33
HP:0003201,38
HP:0003202,531
HP:0003203,7
HP:0003204,10
HP:0003205,9
HP:0003206,5
HP:0003207,27
HP:0003208,6
HP:0003209,1
HP:0003210,6
HP:0003212,41
HP:0003213,5
HP:0003214,4
HP:0003215,57
HP:0003216,6
HP:0003217,7
HP:0003218,7
HP:0003219,8
HP:0003220,53
HP:0003221,12
HP:0003223,8
HP:0003224,5
HP:0003225,4
HP:0003226,3
HP:0003228,7
HP:0003231,5
HP:0003232,1
HP:0003233,20
HP:0003234,22
HP:0003235,7
HP:0003236,296
HP:0003237,23
HP:0003238,1
HP:0003239,1
HP:0003240,1
HP:0003241,572
HP:0003244,4
HP:0003246,1
HP:0003247,10
HP:0003248,1
HP:0003249,2
HP:0003250,4
HP:0003251,140
HP:0003252,1
HP:0003254,16
HP:0003256,140
HP:0003258,1
HP:0003259,45
HP:0003260,1
HP:0003261,26
HP:0003262,8
HP:0003264,1
HP:0003265,22
HP:0003267,1
HP:0003268,4
HP:0003269,3
HP:0003270,134
HP:0003271,692
HP:0003272,521
HP:0003273,54
HP:0003274,4
HP:0003275,8
HP:0003276,3
HP:0003277,2
HP:0003278,5
HP:0003279,2
HP:0003281,40
HP:0003282,9
HP:0003286,6
HP:0003287,159
HP:0003292,11
HP:0003296,1
HP:0003297,4
HP:0003298,74
HP:0003300,34
HP:0003301,28
HP:0003302,16
HP:0003304,6
HP:0003305,6
HP:0003306,54
HP:0003307,199
HP:0003308,8
HP:0003309,4
HP:0003310,32
HP:0003311,26
HP:0003312,332
HP:0003316,19
HP:0003318,1
HP:0003319,407
HP:0003320,5
HP:0003321,2
HP:0003323,68
HP:0003324,123
HP:0003325,96
HP:0003326,162
HP:0003327,33
HP:0003328,28
HP:0003329,1
HP:0003330,775
HP:0003332,1
HP:0003333,2
HP:0003334,5
HP:0003336,136
HP:0003337,1
HP:0003339,1
HP:0003341,10
HP:0003343,1
HP:0003344,5
HP:0003345,18
HP:0003347,11
HP:0003348,47
HP:0003349,2
HP:0003351,9
HP:0003352,2
HP:0003353,3
HP:0003354,2
HP:0003355,119
HP:0003357,1
HP:0003358,1
HP:0003359,2
HP:0003362,5
HP:0003363,15
HP:0003365,9
HP:0003366,186
HP:0003367,146
HP:0003368,92
HP:0003370,11
HP:0003371,1
HP:0003375,18
HP:0003376,50
HP:0003378,8
HP:0003380,48
HP:0003382,7
HP:0003383,28
HP:0003384,4
HP:0003387,18
HP:0003388,88
HP:0003390,37
HP:0003391,61
HP:0003392,7
HP:0003393,11
HP:0003394,165
HP:0003396,26
HP:0003397,2
HP:0003398,115
HP:0003400,3
HP:0003401,121
HP:0003402,13
HP:0003403,27
HP:0003405,3
HP:0003406,2
HP:0003409,10
HP:0003411,7
HP:0003413,12
HP:0003414,6
HP:0003416,39
HP:0003417,16
HP:0003418,74
HP:0003419,11
HP:0003422,150
HP:0003423,9
HP:0003426,2
HP:0003427,3
HP:0003429,82
HP:0003431,56
HP:0003434,3
HP:0003435,2
HP:0003436,5
HP:0003438,39
HP:0003440,3
HP:0003443,16
HP:0003444,32
HP:0003445,61
HP:0003447,20
HP:0003448,26
HP:0003449,7
HP:0003450,4
HP:0003451,1
HP:0003452,10
HP:0003453,24
HP:0003454,4
HP:0003455,5
HP:0003456,5
HP:0003457,264
HP:0003458,118
HP:0003459,8
HP:0003460,8
HP:0003461,2
HP:0003462,2
HP:0003463,4
HP:0003465,2
HP:0003466,22
HP:0003467,5
HP:0003468,463
HP:0003469,4
HP:0003470,148
HP:0003472,8
HP:0003473,113
HP:0003474,391
HP:0003477,161
HP:0003481,11
HP:0003482,15
HP:0003484,97
HP:0003487,258
HP:0003489,4
HP:0003491,1
HP:0003493,43
HP:0003495,1
HP:0003496,37
HP:0003498,130
HP:0003502,19
HP:0003508,140
HP:0003510,102
HP:0003514,2
HP:0003517,5
HP:0003521,27
HP:0003524,7
HP:0003526,1
HP:0003527,6
HP:0003528,26
HP:0003529,2
HP:0003530,6
HP:0003532,3
HP:0003533,1
HP:0003534,2
HP:0003535,18
HP:0003536,1
HP:0003537,17
HP:0003538,2
HP:0003540,32
HP:0003541,18
HP:0003542,50
HP:0003546,90
HP:0003547,54
HP:0003548,6
HP:0003549,1504
HP:0003550,7
HP:0003551,54
HP:0003552,79
HP:0003554,15
HP:0003555,18
HP:0003557,90
HP:0003558,8
HP:0003559,1
HP:0003560,76
HP:0003561,16
HP:0003562,1
HP:0003563,12
HP:0003564,1
HP:0003565,51
HP:0003566,2
HP:0003568,1
HP:0003570,4
HP:0003572,4
HP:0003573,14
HP:0003574,17
HP:0003575,2
HP:0003577,830
HP:0003581,658
HP:0003584,105
HP:0003587,17
HP:0003593,1028
HP:0003596,173
HP:0003606,1
HP:0003607,1
HP:0003609,2
HP:0003612,1
HP:0003613,20
HP:0003614,1
HP:0003616,1
HP:0003621,484
HP:0003623,298
HP:0003634,4
HP:0003635,8
HP:0003639,17
HP:0003640,3
HP:0003641,12
HP:0003642,20
HP:0003643,3
HP:0003645,32
HP:0003646,6
HP:0003647,3
HP:0003648,18
HP:0003649,2
HP:0003651,14
HP:0003652,3
HP:0003653,2
HP:0003654,2
HP:0003655,3
HP:0003657,5
HP:0003658,7
HP:0003674,2547
HP:0003676,264
HP:0003677,160
HP:0003678,38
HP:0003679,443
HP:0003680,21
HP:0003683,15
HP:0003687,43
HP:0003688,23
HP:0003689,8
HP:0003690,288
HP:0003691,85
HP:0003693,180
HP:0003694,6
HP:0003697,4
HP:0003698,21
HP:0003700,80
HP:0003701,228
HP:0003704,3
HP:0003707,16
HP:0003710,15
HP:0003712,205
HP:0003713,15
HP:0003715,11
HP:0003716,2
HP:0003717,4
HP:0003719,2
HP:0003720,3
HP:0003722,40
HP:0003724,15
HP:0003725,2
HP:0003729,1
HP:0003730,3
HP:0003731,18
HP:0003733,2
HP:0003736,8
HP:0003737,43
HP:0003738,27
HP:0003739,27
HP:0003740,2
HP:0003741,18
HP:0003743,9
HP:0003744,2
HP:0003745,95
HP:0003749,45
HP:0003750,16
HP:0003752,6
HP:0003755,8
HP:0003756,9
HP:0003758,30
HP:0003759,1
HP:0003760,2
HP:0003761,14
HP:0003762,8
HP:0003763,27
HP:0003764,158
HP:0003765,28
HP:0003768,10
HP:0003771,6
HP:0003774,134
HP:0003777,14
HP:0003778,6
HP:0003779,2
HP:0003781,112
HP:0003782,22
HP:0003784,1
HP:0003785,8
HP:0003787,2
HP:0003789,6
HP:0003791,9
HP:0003795,5
HP:0003796,6
HP:0003797,35
HP:0003798,16
HP:0003799,2
HP:0003800,66
HP:0003803,60
HP:0003805,39
HP:0003808,2027
HP:0003809,2
HP:0003810,3
HP:0003811,68
HP:0003812,165
HP:0003819,98
HP:0003826,28
HP:0003828,163
HP:0003829,133
HP:0003831,4
HP:0003832,1
HP:0003834,16
HP:0003835,3
HP:0003836,2
HP:0003839,60
HP:0003841,3
HP:0003849,2
HP:0003850,3
HP:0003855,1
HP:0003856,3
HP:0003859,3
HP:0003862,1
HP:0003863,1
HP:0003864,1
HP:0003865,6
HP:0003874,1
HP:0003879,1
HP:0003887,2
HP:0003888,1
HP:0003889,1
HP:0003890,1
HP:0003891,4
HP:0003895,1
HP:0003897,2
HP:0003901,1
HP:0003902,1
HP:0003907,7
HP:0003908,2
HP:0003909,5
HP:0003911,2
HP:0003926,1
HP:0003938,11
HP:0003940,2
HP:0003941,2
HP:0003943,2
HP:0003944,1
HP:0003946,3
HP:0003953,26
HP:0003956,30
HP:0003959,3
HP:0003961,1
HP:0003967,1
HP:0003969,1
HP:0003971,1
HP:0003974,25
HP:0003977,3
HP:0003978,1
HP:0003982,4
HP:0003988,1
HP:0003991,1
HP:0003992,1
HP:0003993,1
HP:0003994,2
HP:0003995,51
HP:0003997,2
HP:0003999,6
HP:0004000,1
HP:0004002,1
HP:0004015,2
HP:0004019,2
HP:0004035,2
HP:0004037,3
HP:0004039,9
HP:0004042,2
HP:0004050,19
HP:0004054,13
HP:0004057,9
HP:0004058,2
HP:0004059,3
HP:0004060,2
HP:0004095,1
HP:0004097,462
HP:0004099,6
HP:0004100,39
HP:0004112,5
HP:0004122,17
HP:0004150,27
HP:0004172,3
HP:0004180,5
HP:0004188,19
HP:0004197,1
HP:0004207,461
HP:0004209,351
HP:0004213,29
HP:0004218,5
HP:0004219,23
HP:0004220,20
HP:0004225,7
HP:0004227,5
HP:0004231,4
HP:0004232,2
HP:0004233,7
HP:0004236,3
HP:0004237,2
HP:0004240,1
HP:0004241,2
HP:0004242,2
HP:0004243,2
HP:0004252,2
HP:0004259,11
HP:0004262,11
HP:0004268,5
HP:0004275,226
HP:0004278,48
HP:0004279,106
HP:0004280,3
HP:0004281,2
HP:0004283,14
HP:0004286,1
HP:0004288,14
HP:0004289,1
HP:0004295,46
HP:0004296,4
HP:0004297,387
HP:0004298,495
HP:0004299,452
HP:0004302,461
HP:0004303,220
HP:0004305,1095
HP:0004306,59
HP:0004307,133
HP:0004308,183
HP:0004309,16
HP:0004311,36
HP:0004312,81
HP:0004313,180
HP:0004315,89
HP:0004319,19
HP:0004320,27
HP:0004321,3
HP:0004322,1287
HP:0004323,1714
HP:0004324,467
HP:0004325,1419
HP:0004326,67
HP:0004327,46
HP:0004328,1191
HP:0004329,1254
HP:0004330,8
HP:0004331,37
HP:0004332,217
HP:0004333,5
HP:0004334,108
HP:0004336,7
HP:0004337,8
HP:0004338,16
HP:0004339,20
HP:0004340,42
HP:0004341,32
HP:0004342,2
HP:0004343,11
HP:0004345,2
HP:0004347,103
HP:0004348,597
HP:0004349,525
HP:0004352,4
HP:0004353,4
HP:0004354,297
HP:0004356,15
HP:0004357,4
HP:0004358,5
HP:0004359,63
HP:0004360,384
HP:0004361,13
HP:0004362,126
HP:0004363,135
HP:0004364,161
HP:0004365,1
HP:0004366,50
HP:0004368,4
HP:0004370,484
HP:0004371,4
HP:0004372,408
HP:0004373,120
HP:0004374,204
HP:0004375,195
HP:0004376,56
HP:0004377,275
HP:0004378,224
HP:0004379,101
HP:0004380,8
HP:0004381,28
HP:0004382,7
HP:0004383,38
HP:0004385,12
HP:0004386,127
HP:0004387,17
HP:0004388,10
HP:0004389,24
HP:0004390,16
HP:0004392,4
HP:0004394,6
HP:0004395,41
HP:0004396,50
HP:0004397,80
HP:0004398,35
HP:0004399,3
HP:0004400,105
HP:0004401,19
HP:0004404,235
HP:0004405,2
HP:0004406,10
HP:0004407,2
HP:0004408,99
HP:0004409,53
HP:0004411,6
HP:0004414,129
HP:0004415,74
HP:0004416,10
HP:0004417,8
HP:0004418,10
HP:0004419,6
HP:0004420,31
HP:0004421,13
HP:0004422,63
HP:0004423,2
HP:0004425,14
HP:0004426,247
HP:0004428,22
HP:0004429,53
HP:0004430,19
HP:0004431,32
HP:0004432,24
HP:0004433,1
HP:0004434,2
HP:0004437,47
HP:0004438,5
HP:0004439,11
HP:0004440,28
HP:0004442,20
HP:0004443,16
HP:0004444,8
HP:0004445,11
HP:0004446,13
HP:0004447,61
HP:0004448,7
HP:0004450,1
HP:0004451,1
HP:0004452,23
HP:0004453,5
HP:0004454,4
HP:0004458,5
HP:0004459,2
HP:0004463,11
HP:0004464,4
HP:0004466,6
HP:0004467,49
HP:0004468,3
HP:0004469,20
HP:0004471,6
HP:0004472,1
HP:0004474,5
HP:0004476,1
HP:0004478,15
HP:0004481,7
HP:0004482,58
HP:0004484,6
HP:0004485,10
HP:0004487,1
HP:0004488,9
HP:0004490,10
HP:0004491,18
HP:0004492,19
HP:0004493,30
HP:0004499,1
HP:0004502,7
HP:0004510,12
HP:0004523,4
HP:0004524,1
HP:0004527,3
HP:0004528,2
HP:0004529,2
HP:0004532,1
HP:0004540,3
HP:0004552,15
HP:0004554,6
HP:0004557,1
HP:0004558,3
HP:0004562,3
HP:0004563,1
HP:0004565,6
HP:0004568,27
HP:0004570,9
HP:0004571,1
HP:0004573,1
HP:0004576,6
HP:0004582,2
HP:0004586,25
HP:0004590,6
HP:0004591,1
HP:0004592,6
HP:0004594,1
HP:0004598,2
HP:0004599,12
HP:0004602,11
HP:0004603,3
HP:0004605,1
HP:0004606,3
HP:0004607,1
HP:0004608,2
HP:0004611,3
HP:0004617,1
HP:0004618,4
HP:0004619,2
HP:0004621,1
HP:0004622,1
HP:0004625,3
HP:0004626,14
HP:0004629,3
HP:0004630,1
HP:0004631,7
HP:0004632,1
HP:0004633,1
HP:0004634,2
HP:0004635,2
HP:0004637,13
HP:0004639,4
HP:0004646,4
HP:0004660,1
HP:0004661,10
HP:0004664,1
HP:0004673,131
HP:0004676,1
HP:0004679,1
HP:0004681,3
HP:0004684,18
HP:0004686,1
HP:0004688,1
HP:0004689,14
HP:0004690,3
HP:0004691,85
HP:0004692,11
HP:0004695,1
HP:0004696,4
HP:0004704,10
HP:0004712,7
HP:0004719,28
HP:0004722,10
HP:0004724,11
HP:0004727,6
HP:0004732,1
HP:0004734,5
HP:0004736,10
HP:0004737,3
HP:0004742,27
HP:0004743,2
HP:0004746,1
HP:0004749,18
HP:0004751,25
HP:0004754,9
HP:0004755,44
HP:0004756,61
HP:0004757,21
HP:0004758,3
HP:0004761,1
HP:0004762,4
HP:0004763,4
HP:0004764,3
HP:0004768,6
HP:0004771,1
HP:0004779,2
HP:0004783,5
HP:0004784,2
HP:0004785,4
HP:0004787,4
HP:0004789,5
HP:0004791,6
HP:0004792,3
HP:0004794,8
HP:0004795,3
HP:0004796,89
HP:0004798,36
HP:0004802,3
HP:0004804,8
HP:0004808,68
HP:0004809,12
HP:0004810,4
HP:0004812,2
HP:0004814,4
HP:0004817,1
HP:0004818,3
HP:0004819,1
HP:0004820,2
HP:0004821,4
HP:0004823,12
HP:0004826,1
HP:0004828,5
HP:0004831,2
HP:0004835,1
HP:0004836,3
HP:0004839,2
HP:0004840,18
HP:0004841,6
HP:0004844,11
HP:0004845,3
HP:0004846,16
HP:0004848,2
HP:0004850,2
HP:0004851,2
HP:0004852,2
HP:0004854,5
HP:0004855,8
HP:0004856,1
HP:0004859,6
HP:0004860,1
HP:0004861,1
HP:0004863,1
HP:0004866,12
HP:0004870,6
HP:0004871,12
HP:0004872,4
HP:0004875,2
HP:0004876,2
HP:0004878,11
HP:0004879,7
HP:0004885,10
HP:0004886,7
HP:0004887,29
HP:0004889,14
HP:0004890,135
HP:0004891,2
HP:0004894,4
HP:0004897,3
HP:0004900,10
HP:0004901,1
HP:0004902,4
HP:0004904,20
HP:0004905,18
HP:0004906,4
HP:0004909,3
HP:0004910,5
HP:0004911,4
HP:0004912,20
HP:0004913,2
HP:0004914,1
HP:0004915,2
HP:0004918,12
