Category,x
HP:0004919,1
HP:0004921,31
HP:0004923,5
HP:0004924,16
HP:0004925,2
HP:0004926,20
HP:0004927,13
HP:0004930,204
HP:0004931,2
HP:0004933,25
HP:0004934,31
HP:0004935,28
HP:0004936,83
HP:0004937,7
HP:0004938,4
HP:0004940,1
HP:0004942,161
HP:0004943,8
HP:0004944,51
HP:0004947,10
HP:0004948,16
HP:0004950,32
HP:0004955,3
HP:0004959,18
HP:0004960,1
HP:0004961,2
HP:0004962,5
HP:0004963,20
HP:0004964,2
HP:0004966,4
HP:0004968,1
HP:0004969,35
HP:0004970,24
HP:0004971,9
HP:0004972,9
HP:0004975,10
HP:0004976,12
HP:0004977,1
HP:0004979,11
HP:0004980,1
HP:0004981,1
HP:0004987,5
HP:0004991,8
HP:0004993,5
HP:0004997,1
HP:0005001,3
HP:0005003,17
HP:0005005,2
HP:0005008,3
HP:0005010,2
HP:0005011,4
HP:0005017,1
HP:0005019,12
HP:0005021,3
HP:0005025,2
HP:0005026,2
HP:0005028,2
HP:0005033,1
HP:0005035,7
HP:0005037,6
HP:0005039,2
HP:0005041,5
HP:0005042,3
HP:0005045,2
HP:0005048,26
HP:0005050,1
HP:0005054,8
HP:0005060,3
HP:0005063,1
HP:0005066,1
HP:0005067,1
HP:0005068,1
HP:0005072,7
HP:0005084,1
HP:0005085,3
HP:0005086,15
HP:0005089,23
HP:0005090,2
HP:0005092,1
HP:0005096,5
HP:0005100,1
HP:0005101,7
HP:0005102,2
HP:0005103,4
HP:0005104,2
HP:0005105,1425
HP:0005106,37
HP:0005107,158
HP:0005108,41
HP:0005109,50
HP:0005110,74
HP:0005112,23
HP:0005113,41
HP:0005115,110
HP:0005116,13
HP:0005117,13
HP:0005120,526
HP:0005121,4
HP:0005129,1
HP:0005132,1
HP:0005133,15
HP:0005134,1
HP:0005135,37
HP:0005136,1
HP:0005144,14
HP:0005145,6
HP:0005146,11
HP:0005147,2
HP:0005148,1
HP:0005150,90
HP:0005151,1
HP:0005152,3
HP:0005155,9
HP:0005156,2
HP:0005157,9
HP:0005160,15
HP:0005162,104
HP:0005164,4
HP:0005165,6
HP:0005168,1
HP:0005170,1
HP:0005172,1
HP:0005176,4
HP:0005177,8
HP:0005180,68
HP:0005181,18
HP:0005182,2
HP:0005183,2
HP:0005184,28
HP:0005186,9
HP:0005187,1
HP:0005190,1
HP:0005191,1
HP:0005193,1
HP:0005194,3
HP:0005195,20
HP:0005197,2
HP:0005198,3
HP:0005199,1
HP:0005200,1
HP:0005201,1
HP:0005202,5
HP:0005203,2
HP:0005206,4
HP:0005208,11
HP:0005209,1
HP:0005211,2
HP:0005212,2
HP:0005213,8
HP:0005214,78
HP:0005215,2
HP:0005216,46
HP:0005217,2
HP:0005218,7
HP:0005222,35
HP:0005224,9
HP:0005225,2
HP:0005227,17
HP:0005229,2
HP:0005230,2
HP:0005231,3
HP:0005235,8
HP:0005236,2
HP:0005241,1
HP:0005242,1
HP:0005243,1
HP:0005244,14
HP:0005245,19
HP:0005247,3
HP:0005248,7
HP:0005249,11
HP:0005253,2
HP:0005254,1
HP:0005255,1
HP:0005257,136
HP:0005258,9
HP:0005259,1
HP:0005261,18
HP:0005262,354
HP:0005263,22
HP:0005264,112
HP:0005265,9
HP:0005266,72
HP:0005267,3
HP:0005268,33
HP:0005272,16
HP:0005273,3
HP:0005274,22
HP:0005275,1
HP:0005278,2
HP:0005280,532
HP:0005281,4
HP:0005285,2
HP:0005288,538
HP:0005289,18
HP:0005290,2
HP:0005292,1
HP:0005293,36
HP:0005294,9
HP:0005297,1
HP:0005301,70
HP:0005302,3
HP:0005303,1
HP:0005304,2
HP:0005305,10
HP:0005306,38
HP:0005307,2
HP:0005308,1
HP:0005310,2
HP:0005311,1
HP:0005312,1
HP:0005313,2
HP:0005316,1
HP:0005317,13
HP:0005318,4
HP:0005320,1
HP:0005321,4
HP:0005322,3
HP:0005324,34
HP:0005325,2
HP:0005326,4
HP:0005327,3
HP:0005328,24
HP:0005329,2
HP:0005332,1
HP:0005335,4
HP:0005336,1
HP:0005338,34
HP:0005339,35
HP:0005340,10
HP:0005341,3
HP:0005343,7
HP:0005344,87
HP:0005345,79
HP:0005346,164
HP:0005347,2
HP:0005348,15
HP:0005349,8
HP:0005352,3
HP:0005353,21
HP:0005354,7
HP:0005356,7
HP:0005357,2
HP:0005359,2
HP:0005363,4
HP:0005365,5
HP:0005366,2
HP:0005368,280
HP:0005369,4
HP:0005372,248
HP:0005374,34
HP:0005376,23
HP:0005381,6
HP:0005384,3
HP:0005386,5
HP:0005387,35
HP:0005389,1
HP:0005390,10
HP:0005400,9
HP:0005401,15
HP:0005403,57
HP:0005404,9
HP:0005406,29
HP:0005407,33
HP:0005413,2
HP:0005415,11
HP:0005416,5
HP:0005419,9
HP:0005420,35
HP:0005421,15
HP:0005422,2
HP:0005423,1
HP:0005424,2
HP:0005425,59
HP:0005428,3
HP:0005429,1
HP:0005430,7
HP:0005435,31
HP:0005439,1
HP:0005441,2
HP:0005442,1
HP:0005445,174
HP:0005446,3
HP:0005449,3
HP:0005450,8
HP:0005451,1
HP:0005453,8
HP:0005458,3
HP:0005461,6
HP:0005462,6
HP:0005463,1
HP:0005464,15
HP:0005465,5
HP:0005466,4
HP:0005469,53
HP:0005472,1
HP:0005473,4
HP:0005474,15
HP:0005476,1
HP:0005477,1
HP:0005478,2
HP:0005479,8
HP:0005482,2
HP:0005483,19
HP:0005484,182
HP:0005487,63
HP:0005490,6
HP:0005494,1
HP:0005495,1
HP:0005498,1
HP:0005502,13
HP:0005505,6
HP:0005506,5
HP:0005508,1
HP:0005511,3
HP:0005513,7
HP:0005518,42
HP:0005521,25
HP:0005522,23
HP:0005523,16
HP:0005525,7
HP:0005528,68
HP:0005532,24
HP:0005535,1
HP:0005537,3
HP:0005541,2
HP:0005542,4
HP:0005543,9
HP:0005546,2
HP:0005547,15
HP:0005548,5
HP:0005550,12
HP:0005556,84
HP:0005557,2
HP:0005558,19
HP:0005560,4
HP:0005561,209
HP:0005562,47
HP:0005563,1
HP:0005564,6
HP:0005565,13
HP:0005567,7
HP:0005571,1
HP:0005572,1
HP:0005574,1
HP:0005575,15
HP:0005576,16
HP:0005579,1
HP:0005580,5
HP:0005583,4
HP:0005584,78
HP:0005585,12
HP:0005586,9
HP:0005587,2
HP:0005588,5
HP:0005590,9
HP:0005592,3
HP:0005595,12
HP:0005597,3
HP:0005598,2
HP:0005599,94
HP:0005600,3
HP:0005602,1
HP:0005603,1
HP:0005605,9
HP:0005607,346
HP:0005608,2
HP:0005609,2
HP:0005612,2
HP:0005613,63
HP:0005616,72
HP:0005617,9
HP:0005619,22
HP:0005620,4
HP:0005621,1
HP:0005622,144
HP:0005623,2
HP:0005625,18
HP:0005627,1
HP:0005632,1
HP:0005639,4
HP:0005640,11
HP:0005643,3
HP:0005645,3
HP:0005648,1
HP:0005650,1
HP:0005652,4
HP:0005655,1
HP:0005656,420
HP:0005659,22
HP:0005661,2
HP:0005667,1
HP:0005671,1
HP:0005678,1
HP:0005679,1
HP:0005681,5
HP:0005682,1
HP:0005684,21
HP:0005686,4
HP:0005688,1
HP:0005692,171
HP:0005696,2
HP:0005700,5
HP:0005701,10
HP:0005707,5
HP:0005709,12
HP:0005715,1
HP:0005716,8
HP:0005720,1
HP:0005722,1
HP:0005731,2
HP:0005733,1
HP:0005736,22
HP:0005743,29
HP:0005745,2
HP:0005746,4
HP:0005750,206
HP:0005756,2
HP:0005758,5
HP:0005764,18
HP:0005765,2
HP:0005766,1
HP:0005767,1
HP:0005768,4
HP:0005769,1
HP:0005772,28
HP:0005775,4
HP:0005780,2
HP:0005781,4
HP:0005787,2
HP:0005789,10
HP:0005790,3
HP:0005791,5
HP:0005792,28
HP:0005793,3
HP:0005807,6
HP:0005815,25
HP:0005817,2
HP:0005819,48
HP:0005824,1
HP:0005830,31
HP:0005831,2
HP:0005832,1
HP:0005841,1
HP:0005852,4
HP:0005853,1
HP:0005855,17
HP:0005856,1
HP:0005857,1
HP:0005863,3
HP:0005864,9
HP:0005866,1
HP:0005867,4
HP:0005868,2
HP:0005871,12
HP:0005872,1
HP:0005873,1
HP:0005876,8
HP:0005877,3
HP:0005879,9
HP:0005880,4
HP:0005881,3
HP:0005886,1
HP:0005890,2
HP:0005892,2
HP:0005895,3
HP:0005897,2
HP:0005900,3
HP:0005905,10
HP:0005906,1
HP:0005912,12
HP:0005913,16
HP:0005914,133
HP:0005916,218
HP:0005917,4
HP:0005918,631
HP:0005920,42
HP:0005922,990
HP:0005923,2
HP:0005924,55
HP:0005927,492
HP:0005928,2
HP:0005929,2
HP:0005930,269
HP:0005932,20
HP:0005934,1
HP:0005938,22
HP:0005942,4
HP:0005943,29
HP:0005944,4
HP:0005946,4
HP:0005947,1
HP:0005948,18
HP:0005949,10
HP:0005950,3
HP:0005951,1
HP:0005954,3
HP:0005957,21
HP:0005959,3
HP:0005961,4
HP:0005964,2
HP:0005967,1
HP:0005968,39
HP:0005972,1
HP:0005973,1
HP:0005974,5
HP:0005976,1
HP:0005977,4
HP:0005978,188
HP:0005979,3
HP:0005984,3
HP:0005986,33
HP:0005987,4
HP:0005988,9
HP:0005989,28
HP:0005990,22
HP:0005991,4
HP:0005994,10
HP:0005995,2
HP:0005997,4
HP:0005999,3
HP:0006000,41
HP:0006006,3
HP:0006009,136
HP:0006011,1
HP:0006012,1
HP:0006014,7
HP:0006016,2
HP:0006019,1
HP:0006028,3
HP:0006035,2
HP:0006040,1
HP:0006042,13
HP:0006048,1
HP:0006051,1
HP:0006055,3
HP:0006059,3
HP:0006060,1
HP:0006064,3
HP:0006067,2
HP:0006070,4
HP:0006077,4
HP:0006086,2
HP:0006088,1
HP:0006089,15
HP:0006092,1
HP:0006094,39
HP:0006095,1
HP:0006097,12
HP:0006099,4
HP:0006101,207
HP:0006107,2
HP:0006109,16
HP:0006110,7
HP:0006112,1
HP:0006114,1
HP:0006118,11
HP:0006119,3
HP:0006121,9
HP:0006127,1
HP:0006129,2
HP:0006135,4
HP:0006136,2
HP:0006140,1
HP:0006143,21
HP:0006144,2
HP:0006145,10
HP:0006146,1
HP:0006147,1
HP:0006149,5
HP:0006150,8
HP:0006152,8
HP:0006155,3
HP:0006159,11
HP:0006160,1
HP:0006161,1
HP:0006162,1
HP:0006165,2
HP:0006172,1
HP:0006174,1
HP:0006176,2
HP:0006179,1
HP:0006180,1
HP:0006184,5
HP:0006185,2
HP:0006190,4
HP:0006191,30
HP:0006193,1
HP:0006200,4
HP:0006201,3
HP:0006203,3
HP:0006206,1
HP:0006207,1
HP:0006208,2
HP:0006213,1
HP:0006216,3
HP:0006217,1
HP:0006224,1
HP:0006226,1
HP:0006228,1
HP:0006232,1
HP:0006233,2
HP:0006234,3
HP:0006236,3
HP:0006237,3
HP:0006239,1
HP:0006243,7
HP:0006247,4
HP:0006248,16
HP:0006251,6
HP:0006252,7
HP:0006253,2
HP:0006254,31
HP:0006256,43
HP:0006257,31
HP:0006261,212
HP:0006262,63
HP:0006263,2
HP:0006264,17
HP:0006265,333
HP:0006266,9
HP:0006267,6
HP:0006268,2
HP:0006270,7
HP:0006274,9
HP:0006276,4
HP:0006277,3
HP:0006279,1
HP:0006280,4
HP:0006283,3
HP:0006285,8
HP:0006286,10
HP:0006288,39
HP:0006289,14
HP:0006292,232
HP:0006297,99
HP:0006298,18
HP:0006302,1
HP:0006304,13
HP:0006308,5
HP:0006311,1
HP:0006313,6
HP:0006315,28
HP:0006316,1
HP:0006323,21
HP:0006329,1
HP:0006332,5
HP:0006333,1
HP:0006334,6
HP:0006335,26
HP:0006336,15
HP:0006342,24
HP:0006344,14
HP:0006346,1
HP:0006347,3
HP:0006349,18
HP:0006350,1
HP:0006352,6
HP:0006353,1
HP:0006355,1
HP:0006357,8
HP:0006361,9
HP:0006362,1
HP:0006366,1
HP:0006367,6
HP:0006368,2
HP:0006371,4
HP:0006375,4
HP:0006376,10
HP:0006379,1
HP:0006380,94
HP:0006381,2
HP:0006383,2
HP:0006384,3
HP:0006385,11
HP:0006386,1
HP:0006387,2
HP:0006389,5
HP:0006390,2
HP:0006391,5
HP:0006392,15
HP:0006394,9
HP:0006397,1
HP:0006398,1
HP:0006402,3
HP:0006406,2
HP:0006407,2
HP:0006408,1
HP:0006414,1
HP:0006415,1
HP:0006417,2
HP:0006423,1
HP:0006424,1
HP:0006426,1
HP:0006429,14
HP:0006431,8
HP:0006432,1
HP:0006433,3
HP:0006434,6
HP:0006437,1
HP:0006438,1
HP:0006439,5
HP:0006440,1
HP:0006442,3
HP:0006443,22
HP:0006446,1
HP:0006450,1
HP:0006453,1
HP:0006454,2
HP:0006456,1
HP:0006459,1
HP:0006460,7
HP:0006461,9
HP:0006462,2
HP:0006463,4
HP:0006465,2
HP:0006466,53
HP:0006467,14
HP:0006470,3
HP:0006471,4
HP:0006473,1
HP:0006476,30
HP:0006477,46
HP:0006479,51
HP:0006480,55
HP:0006481,80
HP:0006482,245
HP:0006483,365
HP:0006485,33
HP:0006486,50
HP:0006487,276
HP:0006488,35
HP:0006489,18
HP:0006490,20
HP:0006491,4
HP:0006492,30
HP:0006493,355
HP:0006494,267
HP:0006495,59
HP:0006496,524
HP:0006498,32
HP:0006499,81
HP:0006500,87
HP:0006501,80
HP:0006502,15
HP:0006503,97
HP:0006505,129
HP:0006507,28
HP:0006508,4
HP:0006510,37
HP:0006511,7
HP:0006514,1
HP:0006515,14
HP:0006516,1
HP:0006517,8
HP:0006518,2
HP:0006519,19
HP:0006520,16
HP:0006521,5
HP:0006522,2
HP:0006524,2
HP:0006527,3
HP:0006528,40
HP:0006529,5
HP:0006530,140
HP:0006531,1
HP:0006532,119
HP:0006535,8
HP:0006536,125
HP:0006538,11
HP:0006543,12
HP:0006548,4
HP:0006549,5
HP:0006552,1
HP:0006554,35
HP:0006555,3
HP:0006557,13
HP:0006558,3
HP:0006559,4
HP:0006560,3
HP:0006561,151
HP:0006562,15
HP:0006563,9
HP:0006564,1
HP:0006565,3
HP:0006566,1
HP:0006568,11
HP:0006571,4
HP:0006572,10
HP:0006573,2
HP:0006574,3
HP:0006575,2
HP:0006576,1
HP:0006577,1
HP:0006579,72
HP:0006580,15
HP:0006581,1
HP:0006582,4
HP:0006583,2
HP:0006584,2
HP:0006585,3
HP:0006587,3
HP:0006589,1
HP:0006591,4
HP:0006593,1
HP:0006595,1
HP:0006596,1
HP:0006597,7
HP:0006598,3
HP:0006600,1
HP:0006608,3
HP:0006610,119
HP:0006615,1
HP:0006619,2
HP:0006628,6
HP:0006633,3
HP:0006634,1
HP:0006637,1
HP:0006638,1
HP:0006640,5
HP:0006641,1
HP:0006642,1
HP:0006643,1
HP:0006644,4
HP:0006645,6
HP:0006646,3
HP:0006650,1
HP:0006655,12
HP:0006657,3
HP:0006659,2
HP:0006660,17
HP:0006665,3
HP:0006668,2
HP:0006670,5
HP:0006671,2
HP:0006673,18
HP:0006677,5
HP:0006682,26
HP:0006684,1
HP:0006685,6
HP:0006687,5
HP:0006689,1
HP:0006690,2
HP:0006691,1
HP:0006692,1
HP:0006693,6
HP:0006695,58
HP:0006696,3
HP:0006698,11
HP:0006699,6
HP:0006702,2
HP:0006703,153
HP:0006704,67
HP:0006705,166
HP:0006706,44
HP:0006707,78
HP:0006709,48
HP:0006710,52
HP:0006711,184
HP:0006712,129
HP:0006713,29
HP:0006714,20
HP:0006715,2
HP:0006716,34
HP:0006719,6
HP:0006721,42
HP:0006722,2
HP:0006723,6
HP:0006725,32
HP:0006727,3
HP:0006731,16
HP:0006732,1
HP:0006733,1
HP:0006735,1
HP:0006737,17
HP:0006739,19
HP:0006740,34
HP:0006743,3
HP:0006744,18
HP:0006747,6
HP:0006748,18
HP:0006749,75
HP:0006753,83
HP:0006755,2
HP:0006756,2
HP:0006758,26
HP:0006763,1
HP:0006765,6
HP:0006766,9
HP:0006767,9
HP:0006768,2
HP:0006769,1
HP:0006770,1
HP:0006771,7
HP:0006772,5
HP:0006774,8
HP:0006775,5
HP:0006778,2
HP:0006779,5
HP:0006780,7
HP:0006781,1
HP:0006782,1
HP:0006783,14
HP:0006784,2
HP:0006785,15
HP:0006789,3
HP:0006794,2
HP:0006799,6
HP:0006801,30
HP:0006802,23
HP:0006808,30
HP:0006812,1
HP:0006813,15
HP:0006817,281
HP:0006818,3
HP:0006821,5
HP:0006824,290
HP:0006825,1
HP:0006827,18
HP:0006829,70
HP:0006834,2
HP:0006837,3
HP:0006844,11
HP:0006846,9
HP:0006849,1
HP:0006850,6
HP:0006851,1
HP:0006852,2
HP:0006855,48
HP:0006858,14
HP:0006863,12
HP:0006866,3
HP:0006870,21
HP:0006872,48
HP:0006873,1
HP:0006879,8
HP:0006880,2
HP:0006882,1
HP:0006886,48
HP:0006887,45
HP:0006888,5
HP:0006889,25
HP:0006891,14
HP:0006892,16
HP:0006894,1
HP:0006895,32
HP:0006896,1
HP:0006897,14
HP:0006899,5
HP:0006904,1
HP:0006913,12
HP:0006915,2
HP:0006916,1
HP:0006918,1
HP:0006919,382
HP:0006921,1
HP:0006927,1
HP:0006929,4
HP:0006930,1
HP:0006931,2
HP:0006934,19
HP:0006937,18
HP:0006938,12
HP:0006943,5
HP:0006944,4
HP:0006946,4
HP:0006949,1
HP:0006951,8
HP:0006955,12
HP:0006956,72
HP:0006958,28
HP:0006960,5
HP:0006961,12
HP:0006962,1
HP:0006964,1
HP:0006965,1
HP:0006970,41
HP:0006977,9
HP:0006978,3
HP:0006979,39
HP:0006980,4
HP:0006986,25
HP:0006988,5
HP:0006989,37
HP:0006992,1
HP:0006994,4
HP:0006999,13
HP:0007000,10
HP:0007001,5
HP:0007002,33
HP:0007006,2
HP:0007007,1
HP:0007009,4
HP:0007010,50
HP:0007011,7
HP:0007015,15
HP:0007016,6
HP:0007017,2
HP:0007018,351
HP:0007020,58
HP:0007021,24
HP:0007023,2
HP:0007024,21
HP:0007029,7
HP:0007030,4
HP:0007033,22
HP:0007034,11
HP:0007036,10
HP:0007039,1
HP:0007041,5
HP:0007042,14
HP:0007047,2
HP:0007048,5
HP:0007052,13
HP:0007054,33
HP:0007057,2
HP:0007058,12
HP:0007063,1
HP:0007064,2
HP:0007065,1
HP:0007067,6
HP:0007068,13
HP:0007069,2
HP:0007074,12
HP:0007076,16
HP:0007078,23
HP:0007082,13
HP:0007083,13
HP:0007086,13
HP:0007089,1
HP:0007096,1
HP:0007097,1
HP:0007098,2
HP:0007099,39
HP:0007100,1
HP:0007103,15
HP:0007104,1
HP:0007105,7
HP:0007107,4
HP:0007108,49
HP:0007109,12
HP:0007110,16
HP:0007112,19
HP:0007123,2
HP:0007126,59
HP:0007129,3
HP:0007131,3
HP:0007132,2
HP:0007133,8
HP:0007141,84
HP:0007146,3
HP:0007149,56
HP:0007153,8
HP:0007158,5
HP:0007159,11
HP:0007162,3
HP:0007164,6
HP:0007165,40
HP:0007166,14
HP:0007178,34
HP:0007179,3
HP:0007181,4
HP:0007182,8
HP:0007183,40
HP:0007185,24
HP:0007187,1
HP:0007188,2
HP:0007190,8
HP:0007193,3
HP:0007199,7
HP:0007201,6
HP:0007204,39
HP:0007206,15
HP:0007207,14
HP:0007208,1
HP:0007209,10
HP:0007210,63
HP:0007215,3
HP:0007220,3
HP:0007221,2
HP:0007227,21
HP:0007229,3
HP:0007230,9
HP:0007232,1
HP:0007233,1
HP:0007236,3
HP:0007240,35
HP:0007249,4
HP:0007256,379
HP:0007258,7
HP:0007260,14
HP:0007262,2
HP:0007263,3
HP:0007266,18
HP:0007267,7
HP:0007269,23
HP:0007270,32
HP:0007271,10
HP:0007272,16
HP:0007274,1
HP:0007277,1
HP:0007281,18
HP:0007285,1
HP:0007289,7
HP:0007291,15
HP:0007293,2
HP:0007299,4
HP:0007301,28
HP:0007302,27
HP:0007305,46
HP:0007307,1
HP:0007308,6
HP:0007311,14
HP:0007313,2
HP:0007321,2
HP:0007325,27
HP:0007326,1
HP:0007327,2
HP:0007328,67
HP:0007330,2
HP:0007332,4
HP:0007333,34
HP:0007334,39
HP:0007335,1
HP:0007338,13
HP:0007340,164
HP:0007341,3
HP:0007343,41
HP:0007344,20
HP:0007346,4
HP:0007348,1
HP:0007350,23
HP:0007351,11
HP:0007352,7
HP:0007354,48
HP:0007359,290
HP:0007360,486
HP:0007361,110
HP:0007362,84
HP:0007363,2
HP:0007364,1448
HP:0007365,6
HP:0007366,29
HP:0007367,805
HP:0007369,636
HP:0007370,700
HP:0007371,28
HP:0007372,42
HP:0007373,64
HP:0007374,16
HP:0007375,104
HP:0007376,20
HP:0007377,18
HP:0007378,316
HP:0007379,236
HP:0007380,17
HP:0007381,5
HP:0007383,9
HP:0007384,1
HP:0007385,19
HP:0007387,1
HP:0007390,2
HP:0007392,39
HP:0007394,34
HP:0007397,1
HP:0007398,3
HP:0007400,224
HP:0007401,38
HP:0007402,1
HP:0007403,1
HP:0007404,2
HP:0007407,2
HP:0007408,1
HP:0007410,14
HP:0007411,1
HP:0007412,1
HP:0007413,7
HP:0007414,2
HP:0007417,9
HP:0007418,13
HP:0007420,20
HP:0007421,3
HP:0007427,6
HP:0007428,1
HP:0007429,5
HP:0007430,24
HP:0007431,26
HP:0007432,2
HP:0007436,2
HP:0007437,1
HP:0007438,1
HP:0007440,42
HP:0007441,4
HP:0007443,9
HP:0007446,11
HP:0007447,10
HP:0007448,1
HP:0007449,9
HP:0007452,2
HP:0007455,4
HP:0007456,3
HP:0007457,5
HP:0007459,1
HP:0007460,15
HP:0007461,19
HP:0007465,2
HP:0007466,2
HP:0007468,4
HP:0007469,2
HP:0007470,2
HP:0007473,3
HP:0007475,3
HP:0007476,2
HP:0007477,293
HP:0007479,19
HP:0007480,1
HP:0007481,3
HP:0007482,1
HP:0007483,4
HP:0007485,13
HP:0007486,1
HP:0007488,3
HP:0007489,1
HP:0007490,5
HP:0007494,1
HP:0007495,162
HP:0007497,2
HP:0007499,33
HP:0007500,2
HP:0007501,1
HP:0007502,28
HP:0007503,4
HP:0007505,1
HP:0007509,3
HP:0007510,1
HP:0007513,31
HP:0007514,13
HP:0007515,1
HP:0007516,1
HP:0007517,9
HP:0007522,6
HP:0007524,1
HP:0007525,1
HP:0007526,1
HP:0007529,1
HP:0007530,5
HP:0007534,1
HP:0007537,7
HP:0007541,1
HP:0007542,2
HP:0007543,9
HP:0007544,4
HP:0007545,3
HP:0007546,2
HP:0007549,10
HP:0007550,212
HP:0007552,13
HP:0007553,1
HP:0007556,164
HP:0007559,3
HP:0007565,63
HP:0007569,1
HP:0007572,1
HP:0007574,3
HP:0007583,1
HP:0007585,4
HP:0007587,8
HP:0007588,10
HP:0007589,6
HP:0007590,1
HP:0007592,3
HP:0007598,59
HP:0007599,3
HP:0007601,2
HP:0007603,5
HP:0007605,12
HP:0007607,3
HP:0007609,1
HP:0007610,2
HP:0007617,1
HP:0007618,3
HP:0007620,2
HP:0007621,1
HP:0007623,2
HP:0007626,3
HP:0007627,3
HP:0007628,3
HP:0007633,21
HP:0007634,2
HP:0007641,22
HP:0007642,21
HP:0007643,1
HP:0007646,2
HP:0007648,12
HP:0007649,2
HP:0007650,1
HP:0007651,7
HP:0007655,5
HP:0007656,4
HP:0007657,1
HP:0007658,1
HP:0007661,12
HP:0007663,524
HP:0007665,16
HP:0007667,1
HP:0007668,2
HP:0007670,7
HP:0007675,92
HP:0007676,35
HP:0007677,4
HP:0007678,15
HP:0007680,1
HP:0007685,8
HP:0007686,62
HP:0007687,13
HP:0007688,13
HP:0007690,1
HP:0007695,27
HP:0007697,1
HP:0007700,303
HP:0007703,324
HP:0007704,35
HP:0007705,1
HP:0007707,2
HP:0007709,1
HP:0007710,2
HP:0007715,15
HP:0007716,10
HP:0007717,1
HP:0007720,21
HP:0007722,33
HP:0007727,3
HP:0007728,2
HP:0007730,63
HP:0007731,20
HP:0007732,5
HP:0007733,1
HP:0007734,2
HP:0007737,64
HP:0007738,8
HP:0007740,2
HP:0007750,27
HP:0007754,19
HP:0007755,1
HP:0007759,94
HP:0007760,2
HP:0007761,1
HP:0007763,15
HP:0007765,2
HP:0007766,19
HP:0007768,2
HP:0007769,7
HP:0007770,1
HP:0007772,41
HP:0007773,22
HP:0007774,2
HP:0007776,3
HP:0007778,1
HP:0007779,1
HP:0007780,1
HP:0007787,29
HP:0007791,1
HP:0007792,1
HP:0007793,9
HP:0007795,2
HP:0007797,3
HP:0007799,1
HP:0007800,4
HP:0007802,1
HP:0007803,9
HP:0007807,15
HP:0007809,1
HP:0007811,6
HP:0007812,1
HP:0007813,1
HP:0007814,41
HP:0007817,3
HP:0007818,6
HP:0007819,3
HP:0007824,2
HP:0007827,1
HP:0007830,2
HP:0007831,1
HP:0007832,2
HP:0007833,28
HP:0007834,2
HP:0007835,3
HP:0007836,1
HP:0007838,1
HP:0007841,1
HP:0007843,83
HP:0007850,1
HP:0007854,4
HP:0007856,5
HP:0007858,2
HP:0007859,2
HP:0007862,2
HP:0007866,1
HP:0007872,4
HP:0007873,1
HP:0007874,47
HP:0007875,8
HP:0007880,1
HP:0007881,1
HP:0007885,1
HP:0007889,1
HP:0007892,4
HP:0007894,26
HP:0007898,3
HP:0007899,7
HP:0007900,4
HP:0007902,18
HP:0007903,1
HP:0007905,3
HP:0007906,34
HP:0007911,3
HP:0007913,1
HP:0007915,1
HP:0007917,8
HP:0007922,2
HP:0007924,26
HP:0007925,10
HP:0007928,4
HP:0007933,1
HP:0007935,1
HP:0007936,2
HP:0007937,4
HP:0007941,16
HP:0007942,4
HP:0007943,1
HP:0007944,2
HP:0007946,5
HP:0007948,1
HP:0007950,5
HP:0007957,270
HP:0007958,3
HP:0007962,1
HP:0007963,1
HP:0007964,3
HP:0007965,10
HP:0007968,10
HP:0007970,6
HP:0007971,6
HP:0007973,24
HP:0007976,4
HP:0007979,17
HP:0007980,4
HP:0007984,18
HP:0007985,2
HP:0007987,7
HP:0007988,5
HP:0007989,1
HP:0007990,8
HP:0007992,2
HP:0007993,4
HP:0007994,32
HP:0008000,10
HP:0008001,4
HP:0008002,43
HP:0008003,6
HP:0008007,6
HP:0008011,15
HP:0008020,1
HP:0008028,1
HP:0008031,2
HP:0008034,127
HP:0008035,1
HP:0008037,1
HP:0008038,8
HP:0008039,2
HP:0008041,1
HP:0008043,3
HP:0008045,1
HP:0008046,226
HP:0008047,348
HP:0008048,56
HP:0008049,12
HP:0008050,807
HP:0008052,10
HP:0008053,128
HP:0008054,25
HP:0008055,128
HP:0008056,443
HP:0008057,140
HP:0008058,97
HP:0008059,47
HP:0008060,27
HP:0008061,48
HP:0008062,138
HP:0008063,14
HP:0008064,134
HP:0008065,201
HP:0008066,109
HP:0008067,169
HP:0008069,201
HP:0008070,364
HP:0008071,8
HP:0008072,2
HP:0008073,2
HP:0008075,11
HP:0008078,1
HP:0008080,4
HP:0008081,51
HP:0008082,1
HP:0008083,1
HP:0008087,1
HP:0008089,11
HP:0008090,1
HP:0008093,4
HP:0008094,3
HP:0008096,3
HP:0008097,1
HP:0008102,1
HP:0008103,4
HP:0008107,2
HP:0008108,4
HP:0008110,15
HP:0008111,1
HP:0008112,1
HP:0008113,2
HP:0008114,1
HP:0008115,1
HP:0008116,1
HP:0008117,1
HP:0008119,13
HP:0008122,2
HP:0008124,5
HP:0008125,2
HP:0008127,2
HP:0008131,1
HP:0008132,1
HP:0008133,1
HP:0008134,1
HP:0008138,8
HP:0008141,1
HP:0008142,1
HP:0008144,1
HP:0008148,8
HP:0008150,2
HP:0008151,48
HP:0008153,8
HP:0008155,18
HP:0008158,1
HP:0008160,3
HP:0008162,1
HP:0008163,36
HP:0008165,1
HP:0008166,2
HP:0008167,18
HP:0008169,5
HP:0008179,1
HP:0008180,57
HP:0008181,1
HP:0008182,1
